폰모델 제목,가격,등록시간,내용
아이폰x64기가 블랙,1000,2022-07-08,"화면 나가고 앞 액정 조금 깨졌습니다 다른곳은 정상이고  
가격 제안해주세요 배터리 효율 85%"
갤럭시s20 외관깨끗 최저가판매 s20,260000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20

색상:그레이.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관깨끗 잔상유 배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
S20울트라 상태굿굿굿 최저가판매 갤럭시s20울트라,330000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20울트라

색상:블랙.그레이

저장공간: 256G

가격: 330.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
전기종 기능정상 파손없음 잔상유 배터리상태양호 최저도매가에 판매합니다.

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
s10플러스 128G 상태굿 최저가판매 s10+ s10,270000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s10플러스

색상:블랙.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호  배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
갤럭시노트9 512G/128G 상태굿 최저가판매 노트9,170000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시노트9

색상:블랙.브라운.퍼플.실버

저장공간: 128G/512G(+30.000)

가격: B 170.000원
         A 210.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호 배터리상태양호
B (잔상이외특이사항없음 세컨용.업무용.어플용추천)
A (무잔약잔 제품 메인용 강추)

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
아이폰7 32기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰7 32기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰7 32기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰 7 32기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰 7 16기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰 7 32기가,140000,2022-07-08,"1년 정도 사용 했습니다.

생활잔기스 뒤에 좀 있어요

배터리 성능 84%

네고 1~2만원 가능"
아이폰 7 32기가,140000,2022-07-08,"사용기간 1년 정도 됩니다.  

배터리 성능 상태 84%

생활잔기스 조금 있고요 액정엔 없어요.

네고 1~2만원 정도"
애플 아이폰13프로 256GB 그린 팝니다 울산중고폰,1250000,2022-07-08,"📞 빠르고 신속한 문의번호는
      0 1 0 4 1 1 4 8 6 2 3 입니다

설명드릴 기기는 🔅아이폰 13프로🔅입니다.

🔍 전체적으로 큰 기스 없이 깨끗한 기기이며
      테두리 약간의 생활감 보입니다. 
      중고폰 특성상 약간의 생활감은 있을 수 있습니다.
      보증기간 2024/05/16 (단, 배터리 제외)
      배터리 성능치 100%

🔍 애플 아이폰13프로 256GB 그린 

🔍 25% 요금할인 가능한 단말기 입니다

🔍 (3사 유심 호환가능, 알뜰폰 가능)
 
🔍 기기단품 


✔ 택배는 별도입니다

✔ 택배 구매시 당일 배송입니다 (우체국 택배사 이용 📦)
     (우체국택배 선불이용시 4,000 착불도 가능)

✔ 상담주실때 상품 캡쳐나, 사진 보내주시면 빠른 상담 가능


🗣 저희는 짜집기나 양심에 찔리는 짓은 안합니다


✔ 교신/추금 은 하지 않습니다! 네고 사절합니다!

✔ 직거래 구매시 매장 방문 시간은
     오전 10시부터~오후9시 입니다
     방문 전 전화나 문자 한통은 고객님의 센스 😎

🗣 꼭 읽어주시고 구매 부탁드립니다 (필독사항!!!)

1. 판매중인 기기는 실운영중인 매장에있는 실사 사진입니다.
    (이미지컷, 도용사진 절대 아닙니다🙅‍♀️)
2. 기능상 문제에 의한 교환 의사는 반드시 제품구매하신
    날짜를 포함하여 7일 이내로 연락주셔야 가능합니다.
   (이후 발생하는 기능상 문제건에 대해서는 해당 제조사 
   서비스센터 및 수리점 방문하셔야 됩니다.)
3. 기능상 문제가 아닌, 단순변심으로는
    교환&환불 절대 안됩니다🚫
4. 간혹 기능상 문제가 발생할 시에 교환이 필요한 경우에는
    똑같은 특성의 기기가 없음으로 추가금이
    발생하실 수도 있는 점 참고부탁드립니다."
애플 아이폰13프로 골드 팝니다 울산중고폰,1170000,2022-07-08,"📞 빠르고 신속한 문의번호는
      0 1 0 4 1 1 4 8 6 2 3 입니다

설명드릴 기기는 🔅아이폰 13프로🔅입니다.

🔍 데모폰이며 충전 1번 한 기기입니다. 
      중고폰 특성상 약간의 생활감은 있을 수 있습니다.
      보증기간 2024/05/07 (단, 배터리 제외)
      배터리 성능치 100%

🔍 애플 아이폰13프로 128GB 골드 

🔍 25% 요금할인 가능한 단말기 입니다

🔍 (3사 유심 호환가능, 알뜰폰 가능)
 
🔍 풀박스 


✔ 택배는 별도입니다

✔ 택배 구매시 당일 배송입니다 (우체국 택배사 이용 📦)
     (우체국택배 선불이용시 4,000 착불도 가능)

✔ 상담주실때 상품 캡쳐나, 사진 보내주시면 빠른 상담 가능


🗣 저희는 짜집기나 양심에 찔리는 짓은 안합니다


✔ 교신/추금 은 하지 않습니다! 네고 사절합니다!

✔ 직거래 구매시 매장 방문 시간은
     오전 10시부터~오후9시 입니다
     방문 전 전화나 문자 한통은 고객님의 센스 😎

🗣 꼭 읽어주시고 구매 부탁드립니다 (필독사항!!!)

1. 판매중인 기기는 실운영중인 매장에있는 실사 사진입니다.
    (이미지컷, 도용사진 절대 아닙니다🙅‍♀️)
2. 기능상 문제에 의한 교환 의사는 반드시 제품구매하신
    날짜를 포함하여 7일 이내로 연락주셔야 가능합니다.
   (이후 발생하는 기능상 문제건에 대해서는 해당 제조사 
   서비스센터 및 수리점 방문하셔야 됩니다.)
3. 기능상 문제가 아닌, 단순변심으로는
    교환&환불 절대 안됩니다🚫
4. 간혹 기능상 문제가 발생할 시에 교환이 필요한 경우에는
    똑같은 특성의 기기가 없음으로 추가금이
    발생하실 수도 있는 점 참고부탁드립니다."
아이폰 12 프로 맥스 정품 가죽케이스,25000,2022-07-08,"애플 공식 사이트에서 구매한 검정색 가죽케이스 입니다

몇번 사용안해서 s급입니다
아이폰 12프로 맥스용입니다

"
가격내림)))아이폰XR 256,380000,2022-07-08,"아이폰XR 256기가 
배터리 성능 83%
(개인적으로 하루써도 충분하더라구요)
핸드폰 단품이고 케이스나 케이블 없습니다. 
환불안됩니다

사진보면 스피커쪽에 흠집이랑 위에 버튼있는쪽 작은 흠집있어요. 
 그외 용량도 크고 페이스아이디 잘되고 액정깨진곳없고 사진 동영상촬영 음성녹음 잘됩니다. 
전화 통화음질 좋습니다! 
스피커쪽 먼지는 빼고 싶은데 잘못하다가 찢어진다고 해서 무리해서 빼지 않았습니다! 

제가 방금까지 아주 잘 쓰다가 
새 핸드폰 받아서 바로 초기화해서 사진올립니다."
가격내림)) 아이폰XR 256,380000,2022-07-08,"아이폰XR 256기가 
배터리 성능 83%
(개인적으로 하루써도 충분하더라구요)
핸드폰 단품이고 케이스나 케이블 없습니다. 
환불안됩니다

사진보면 스피커쪽에 흠집이랑 위에 버튼있는쪽 작은 흠집있어요. 
 그외 용량도 크고 페이스아이디 잘되고 액정깨진곳없고 사진 동영상촬영 음성녹음 잘됩니다. 
전화 통화음질 좋습니다! 
스피커쪽 먼지는 빼고 싶은데 잘못하다가 찢어진다고 해서 무리해서 빼지 않았습니다! 

제가 방금까지 아주 잘 쓰다가 
새 핸드폰 받아서 바로 초기화해서 사진올립니다."
애플 정품 스포츠 루프 급처,29000,2022-07-08,애플워치 처분해서 급처합니다
아이폰 케이스,25000,2022-07-08,
애플워치se 44,300000,2022-07-08,"애플워치 se 버전 44mm 입니다.!
6/2일날 구입 해서 그냥 집에 보관 하고 있어요!
밀레니즈 루프 밴드를 따로 구입을 해서
44mm 정품 줄도 같이 드릴께요!
배터리 성능은 100% 이고
기스도 없습니다!
그리고 직거래를 원해요!! "
아이폰 xr 64기가 팔아요,200000,2022-07-08,"사진처럼 기스 있습니다
배터리 성능 81퍼센트
카메라에 전혀 문제 없어요
페이스 아이디/무선충전에도 문제없어요!
좌측 상단쯤에 기포 살짝 보여요
사진 찍는 용도로 구매하시는 분께 추천드립니다!
택배비포함해서 20입니다"
에어팟2세대,75000,2022-07-08,에어팟2 팔아요 큰 하자는 없어요
아이폰 12미니(레드) 미개봉자급제 삽니다!!,450000,2022-07-08,
아이폰 5 / 5s / se 케이스,4000,2022-07-08,"같은 사이즈인 줄 알고 잘못 샀네요
뜯지도 않았습니다
아이폰5 / 5s / se케이스 입니다
원래 가격에 반으로 올립니다..😭"
아이폰se2 256 +케이스 박스,180000,2022-07-08,깨짐 살짝 있어요
아이패드 프로4세대 12.9 실버 와이파이 256Gb,850000,2022-07-08,"아이패드 프로 4세대 12.9 실버 와이파이 256기가입니다. 

외관은 기스 등이 거이 없고

사이클 40/ 배터리 효율 100% 나오네요.

박스는 없구요! 충전기는 가지고 있습니다.
관심이 주셔서 감사합니다 "
아이폰13미니 필름,9000,2022-07-08,"사용 거의하지 않아서 제품 상태 좋습니다

택배비는 3500원입니다. 편의점 반값택배도 가능합니다. 문의주세요. 직거래도 가능하나 퇴근후 저녁시간만 가능합니다.

구입 의사 있으시면 채팅 먼저 꼭 주세요"
S급아이폰12미니128기가레드50만원[22071],500000,2022-07-08,"안녕하세요 WING MOBILE입니다! 
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요! 
한국어 상담/中文谘询/ENG OK!! 

••••••••••••구매 후기 이벤트 진행중•••••••••••• 
구매 후기 작성시 사은품 8종 무료 증정! 
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송 
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보•••••••••••• 
상품번호: 31260 
상품명: 아이폰XS 
용량: 64GB 
색상:블랙 
상품등급: a급 
상태: 실사진과 동일합니다 참고부탁드립니다 
배러티효율: 100 
특이사항: 없음. 
구성품: 휴대폰 단품 
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능) 
25% 선택약정 요금할인 가능 


••••••••••••상품 등급 안내•••••••••••• 
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!! 
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!! 
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!! 

••••••••••거래 방법•••••••••••• 
직거래: 
서울 동대문입니다 문의주세요! 
택배거래: 
무료배송입니다! 
택배사: 로젠택배 
평일 오후 4시 이전 주문시 당일 발송 가능 
퀵거래: 
퀵거래 접수 가능, 퀵요금 고객 부담! "
B급 아이폰11 64기가 노랑36만원[59040],360000,2022-07-08,"안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!)

••••••••••••상품 상세 정보••••••••••••
상품번호: 66228
상품명: 갤럭시 S20 울트라 5G
용량: 256GB
색상: 블랙
상품등급: B급
상태: 실사진과 동일합니다 참고부탁드립니다
최초통신사/통화일: 사진참고
특이사항: 테두리에 사용감이 있고 잔상이 있어서 싸게 올립니다.
구성품: 휴대폰 단품
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능

••••••••••••상품 등급 안내••••••••••••  
SS급: 사용감이 거의 없는 새폰 같은 상품!
S급: 전체적으로 아주 깨끗한 상품!
A급: 사용감 조금 있는 상품 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래:
택배사: 로젠택배
평일 오후 4시 이전 주문시 당일 발송 가능
퀵거래:
접수 가능, 퀵요금 고객 부담!
"
아이폰6 64GB 98%,80000,2022-07-08,아이폰 64GB 배터리효율 98% 팔아요 작은 생활기스 있어요 유심인식이 안 돼서 그 부분은 감안해주세요 최근에 초기화해서 깨끗합니다~ 중고거래 특성상 교환 및 환불은 불가합니다
아이폰 11 케이스 여러개 팝니다.(8천원),8000,2022-07-08,"아이폰 11 케이스 여러개 팝니다.(8천원)

첫번째 사진은 투명케이스, 무늬있는 케이스 포함 8천원, 두번재 사진은 개당 만원입니다.

직거래는 집주소(신설동역 9번출구에서 5분거리) 알려드립니다.

택배는 착불 혹은 선불택배(4,000원 추가) 가능합니다 

네고 문의는 대답 드리지 않습니다."
아이폰13 256기가 배터리성능치 100% 블루,890000,2022-07-08,"제품정보
기기명 ▶ 아이폰13 93번
색상 ▶ 블루
최초통신사 ▶ 3사통신사, 알뜰, 선불 호환가능
최초개통일 ▶ 2022.04
제품상태 ▶ 중고
가격 ▶ 890.000
​
제품설명
상세사진과 100% 동일합니다
상단 모서리 흠집, 테두리 사용감 외 전체적으로 깨끗합니다
전면유리 기스, 잔상 전혀없어요 ^^
24년 4월까지 애플 서비스센터 무상수리기간 남아있으며
배터리성능치 100%로 최고성능 지원합니다
전 기능 이상없이 정상작동합니다.
저렴히 판매합니다 문의주세요
​
거래방식
직거래▶ 울산 북구 명촌동 (주차가능)
퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.
택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)
​
업체정보 및 연락처
울산중고폰 / 휴대폰8040
연락처 ▶ 010.6415.5552 * 전화, 문자, 카카오톡 문의가능
매장 유선전화 ▶ 052.277.8040​
​
※ 중고폰 매장이라 다양한 기종 구비되어있습니다
( 중고나라 검색창에 휴대폰8040 검색하시면
더 많은 제품 보실수 있습니다 )
​※ 구매문의채팅, 댓글은 확인이늦어요
휴대폰으로 연락주시면 빠른상담이 가능합니다"
아이폰8 배터리89퍼 64기가 실버 구성품6종,200000,2022-07-08,"모델명 : 아이폰 8
색상 : 실버
저장공간 : 64 G
배터리 효율 : 89 %
기능상 특이사항 : 없음 
25%요금할인(선택약정)가능한 제품
등급 : A 등급
외관 정보
  - 측면 
우측 중앙과 상단에 진통키
하단에 좌측과 충전단자부근에 미세한 콕
  - 뒷면
카메라 테두리 부근에 미세한 콕
  - 액정
완전 깨끗해욤

구성품
핸드폰 + 일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 일회용소독솜

반갑습니당~~~
모든 검수 작업을 완료된 제품들로만 꼼꼼하게 보고 안전하게 소독하여 판매하고 있어용. ㅎㅎㅎ
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 
문의요망!!! 

⑨호선선유도역 7번출구에서
택배 - 당일발송4시마감 (우체국으로직접방문접수)
선불요청시 5,000원 추가입금해 주시면 됩니당

[ 등급별 상태 참고 사항 ]
SS+ 급 : 미세한 잔기스 조차도 없는 완전 무결한 새제품과 동일
SS 급: 잘 보이지 않아 고수님들만 알만큼의 아주 아주 미세한 생활사용감 수준에 스크레치
S 급 : 미세한 찍힘(콕) 및 기스(찍)가 단 한~두군데 정도만 있는 상태
A 급 : 심한 콕 및 찍이 다섯군데 이하로 있는 상태
특가 : 콕 및 찍이 심하고 미세한 잔상이라도 있어 저렴하게 판매하는 경우

1260"
11프로특가배터리85퍼64기가스페이스그레이구성품6종,470000,2022-07-08,"모델명 : 아이폰 11프로
색상 : 스페이스그레이
저장공간 : 64 G
배터리 효율 : 85 %
25%요금할인(선택약정)가능한 제품
기능상 특이사항 : 없음 
등급 : 특가
외관 정보
전제적으로 콕(찍힘)과 찍(기스)가 있어 특가로 판매해드리고 있어요

구성품
핸드폰 + 일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 일회용소독솜

반갑습니당~~~
모든 검수 작업을 완료된 제품들로만 꼼꼼하게 보고 안전하게 소독하여 판매하고 있어용. ㅎㅎㅎ
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 
문의요망!!! 

⑨호선선유도역 7번출구에서
택배 - 당일발송4시마감 (우체국으로직접방문접수)
선불요청시 5,000원 추가입금해 주시면 됩니당

[ 등급별 상태 참고 사항 ]
SS+ 급 : 미세한 잔기스 조차도 없는 완전 무결한 새제품과 동일
SS 급: 잘 보이지 않아 고수님들만 알만큼의 아주 아주 미세한 생활사용감 수준에 스크레치
S 급 : 미세한 찍힘(콕) 및 기스(찍)가 단 한~두군데 정도만 있는 상태
A 급 : 심한 콕 및 찍이 다섯군데 이하로 있는 상태
특가 : 콕 및 찍이 심하고 미세한 잔상이라도 있어 저렴하게 판매하는 경우

1416"
아이패드프로 케이스,10000,2022-07-08,"안녕하세요  아이패드 프로케이스  구매해는데
잘 못해서 팝매합니다
사실분 계시며  문의하세요"
아이폰XS 256기가,260000,2022-07-08,"아이폰 xs 256 스페이스그레이 색상입니다.
사진 2개 표시한 곳에 기스 있으며, 카메라 기스는 밤에 사진 찍으면 조명이 살짝 번지는 정도입니다.
후면 기스 표시한 부분 주변은 얼룩이고 지우면 지워집니다.
이외 테두리 깔끔하고, 액정은 필름이 붙어있어 확실하게는 말씀 못 드리지만 기억상 기스는 없었던 것 같고, 필름 붙일때마다 안보였던 것으로 보아 있더라도 미세한 정도입니다.
박스 포함이나 충전기는 보이지 않아 라이트닝 케이블만 같이 드릴게요.
배터리는 86퍼입니다. 연락주세요!"
아이폰13미니 256GB 미개봉 자급제,950000,2022-07-08,미개봉 새상품
갤럭시s20 외관깨끗 최저가판매 s20,260000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20

색상:그레이.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관깨끗 잔상유 배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
S20울트라 상태굿굿굿 최저가판매 갤럭시s20울트라,330000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20울트라

색상:블랙.그레이

저장공간: 256G

가격: 330.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
전기종 기능정상 파손없음 잔상유 배터리상태양호 최저도매가에 판매합니다.

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
s10플러스 128G 상태굿 최저가판매 s10+ s10,270000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s10플러스

색상:블랙.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호  배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
갤럭시노트9 512G/128G 상태굿 최저가판매 노트9,170000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시노트9

색상:블랙.브라운.퍼플.실버

저장공간: 128G/512G(+30.000)

가격: B 170.000원
         A 210.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호 배터리상태양호
B (잔상이외특이사항없음 세컨용.업무용.어플용추천)
A (무잔약잔 제품 메인용 강추)

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
아이폰8,130000,2022-07-08,"배터리 성능 84%입니다 사진 말곤 하자 없습니다
케이스 사용하면 다 가려집니다 저장공간은 64GB입니다"
아이폰se2 레드 128G 배터리84% 판매중,220000,2022-07-08,"★중고폰을 전문적으로 판매하는 매장으로 제품을 대량으로 매입하고 있어 조금 더 저렴한 가격에 판매하고 있구요★

★만약에 분실이나 도난됐다! 날짜 상관없이 언제든지 100% 교환또는 환불해드리깐 걱정 하지마시고 사용하시면 되세요★

★SK /KT / LG /알뜰 상관없이 사용중인 유심 넣고 전원만 한번 껏다가 켜면 바로 사용 가능하세요 ★


★색상  :  레드

★용량  :  128G

★배터리  :  84%



★기능테스트 완료한 제품이에요★
액저에 필름붙이면 덜 보이겠지만 기스가 있는 편이에요 
외관은 전체적으로 깨끗한 반면에 
하단 테두리에 흠집이 살짝 있습니다 



        ★요금할일25%가능★
정상해지//알뜰폰//3사통신사 모두 호환가능 


        ★추가구성품★
강화유리필름//투명젤리케이스//유심핀
고개님의 따뜻한 후기가 저에겐 큰 힘이되어요~~

        ★판매자의 다른상품★
클릭하시면 더 많은 상품을 보실 수 있습니다

         ★A/S기간★
구매한날로 부터후 본인 과실이아닌
기능이상이 있을시에만 7일이내에 교환 또는 환불 100% 가능합니다

         ★로젠택배무료배송★
평일 6시 30분이전 구매건 //
토요일 3시 이전 구매건//은 당일발송 가능합니다

         ★대구 퀵거래가능★
퀵거래가능 한데 고객님 부담이세요


        ★대구 매장방문 가능하신 고객님★
더 많은 제품을 직접 보시고 구매 하실수 있습니다

★대구 서구 서대구로 299. 20호 1층★
           상호 T SMART
(북부정류장앞 세븐일레븐 편의점 맞은편)
         ★궁금하실때는 언제든지★
       olo-8오8l-3l3q
           "
