폰모델 제목,가격,등록시간,내용
갤럭시 노트10 레드 256GB 최저가 판매!!! 22만원 판매!!!,220000,2022-07-08,"★ 제품정보 ★

갤럭시 노트10 레드 256GB 최저가 판매!!! 22만원 판매!!!

모든제품 기능검사 진행후 판매하고 있습니다.

* 제품명 : 갤럭시 노트10 레드 256GB

* 색상 : 레드

* 통신사 *

- SKT / LGU+ / KT 이통 3사 이용 가능

- 알뜰폰,선불폰 이용 가능

- 25% 선택약정 요금할인 가능

- 사용 하시던 유심 꽂으면 바로 사용 가능

- 구성품 없이 기기 단품 입니다.

* 외관 전체적으로 깨끗 합니다.
* 액정 전체적으로 깨끗 합니다.

- 액정 흑점 있음 -
- 흑점 위치 랜덤 발송 -

* 기능 이상 없이 모두 정상 입니다.

-4종 구성품 추가 5천원-
- 하단 그림 참조-
-케이스 필름 재고 없을시 2~3종만 나갑니다.-

* 구입후 7일 이내 기능 이상시 교환 / 환불 가능 합니다.

(단순 변심 , 고객 과실 제외)

* 분실 / 도난 / 침수 휴대폰은 취급하지 않습니다.

* 거래방식

- 직거래(방문) or 택배거래 or 서울,경기 퀵 거래 or 전국 버스 당일배송 가능
( 택배 , 퀵 , 탁송 비용은 구매자 부담 입니다.)

- 오후4시까지 결제시 당일 배송 가능

- 매장 주소 : 강남구 대치동 889-47 샹제리제센터 B동 502호

[ 지하철 선릉역(1번 출구) 지하도로 연결 ]

* 구입문의 : 010-3703-9654

댓글,채팅,쪽지 실시간 답변이 어렵습니다.

전화나 문자 주시면 실시간 답변 가능 합니다.

* 닉네임 클릭후 게시글 보기 누르시면 전체 제품 보실수 있습니다."
LG GPAD5 풀박스 개통이력X 특S급,179000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다.

★제품정보★
-기기명 : LG GPAD5 LTE
-제품상태 : 특S급 풀박스
(미세찍힘, 기스가 1~2 군데 있지만 전체적으로 깨끗한 외관, 기능 검수 완료,
개통이력 X
)
-색상 : 실버
-용량 : 32GB
-출시일 : 2019년 10월
-
10.5 인치
-
전면 500만 화소
, 후면 800만화소
- 4GB RAM, 32 GB 내장 메모리 / 외장 메모리 최대 512GB / 무게 498g

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
(평일 오후 3시 이전 결제시 당일 발송 )
⭐
꼭!!! 전화 연락후 결제 부탁드립니다!!
⭐

★안심혜택★
-무료 배송
-100% 품질보증! 소독 및 세척 후 출고
⭐ 구매 전 확인해주세요
-본 제품은 안전결제로만 구매 가능합니다.
-구매시 안전결제 수수료 3.5% 추가됩니다.
⭐ 교환/환불
-수령일로부터 7일 이내 교환/환불 가능합니다.
(단순 변심의 경우 왕복 택배비 발생합니다)
-구매확정 이후에는 반품 불가합니다.
-고객 과실로 인한 불량과 자가 수리 후 수리비 청구는 불가합니다."
[판매] 갤럭시 탭A7 (T505) 블랙 A급 팝니다. 16.5만원,165000,2022-07-08,"1. 제품정보
-기기명 : 갤럭시 탭A7 (T505)
-색상 : 블랙 (다크 그레이)
-통신사 : 통신사3사, 알뜰폰,선불폰 모두 바로 사용가능합니다.
-가격 : 165,000원
-구성품 : 기기본품,충전기

2. 제품설명
기능이나 성능에 문제없고 외관상태도 깨끗한 상태 최상급 공기계입니다.
액정상태도 깨끗하고 사설수리나 침수이력 없습니다.
외관 전체 상태는 첨부해놓은 사진으로 확인가능합니다.
통신사 상관없이 심카드 옮겨서 바로 사용가능하고
와이파이 연결해서 바로 사용하시면 됩니다.

3. 거래방식

직거래는 서울 한양대, 왕십리역쪽에서 가능하고 택배거래도 가능합니다
안전거래 하실분은 문의 먼저주세요. 택배비는 구매자 부담입니다.

4. 연락처
0 1 0 - 8 9 0 2 - 2 1 1 8
댓글,쪽지 확인 잘 못합니다. 문자나 전화주세요."
갤럭시 S21 무잔상무기스 바이올렛 40만원 판매합니다,400000,2022-07-08,"갤럭시 S21 무잔상무기스 바이올렛 40만원 판매합니다

-기기명 : 갤럭시 S21 5G
-색상 : 바이올렛
-최초 개통 통신사 : LG / 21년 5월 7일
( 유심변경하시면 통신사 상관없이 사용가능합니다 )
-용량 : 256GB
-제품상태 : 거의 새것 , 기능 정상 작동
-가격 : 40만원
-구성품 : 투명케이스 강화필름 일반충전기 별도 1만원판매합니다

★ 설명 ★
카메라/터치/통화/배터리/GPS/와이파이/블루투스등 모든기능 문제 없이 정상 작동합니다
통신사 상관없이 기존 유심 그대로 요금제 그대로 사용가능합니다
화면 무잔상 무기스로 정말 깨끗합니다
사진상태 그대로 외관 깔끔합니다 뒷면만 가벼운 생활감 있는 정도입니다
보증기간 23년 5월까지로 정말 넉넉하게 남아있습니다
배터리 상태 좋고 성능도 좋아서 사용하시는 좋아요!

★ 거래방식 ★
직거래 신대방사무실(구디역)이나 신림매장
택배거래 오후 6시이전 당일 출고 가능합니다!
퀵 / 화물 착불진행 가능합니다

★ 업체정보 ★
- 중고나라 모바일 파트너 제휴사 -
연락처 : 0 1 0 * 8 2 0 0 * 8 3 3 7
(궁금하신점, 문의사항은 언제든 문자 전화 상담 가능합니다:D)
-채팅 / 댓글은 잘 못봐서 늦을수 있어요 ㅜ"
갤폴드3 512G 초 SSS급 110만원에 급처 합니다,1100000,2022-07-08,"도난 분실 핸드폰은 절대 판매 하지 않습니다
25% 선택 약정 및 확정 기변 가능한 기기만 판매 합니다


제품정보
제품명 - 갤럭시 폴드 3 512G
색상 -  그레이
최초 개통일 - 20XX.XX.XX
금액 : 110만원


제품설명
25% 선택 약정 가능 하며 확정 기변 모두 가능 합니다 ^^
와이파이 블루 투스 터치 카메라 모든 기능 이상 없는 제품으로 판매 하고 있습니다
혹시나 구매 이후 기능 결함 발생시 일주일 이내 교환 해드리니 걱정 하지 마세요
좋은 제품 싸게 판매 하고 있습니다 한두대 보유중이 아니고 대량.소량 판매 중이니
대량으로 필요하신분은 연락 주세요

거래방법
직거래 : 서울시 강서구 화곡동 343 - 6 301호
택배거래 : 5시 이전 입금시 당일 발송 해드립니다 (로젠택배)
퀵거래 : 상세 주소 알려 주시면 금액 확인후에 발송해드립니다

010-5451-0456 / 010-2248-0456
으로 연락 주시면 친절하게 답변해드리겠습니다

모든 전 기종 대량 보유중이니 연락 주세요

갤럭시 폴드3"
[대폭할인] 갤럭시S9 대량소량판매떨이~!,120000,2022-07-08,"※개인간 거래보다 매장거래가 안전합니다!!
※오직 박리다매와 정직으로만 승부합니다!!
※모든 제품 사진은 실제 매장에 있는 제품 사진입니다
※분실, 도난폰은 절대 취급하지 않습니다!!
※모든 기종 보유중이니 많은 문의 주세요^^
★
대량구매시 가격조정가능
★
※선불폰유심개통 매장에서가능합니다※
1. 제품정보
-기기명 : 갤럭시S9
-용량 : 64G
-색상 : 모든색상보유 [블랙 퍼플 골드 블루 레드]
-통신사 :  [SK KT LG 알뜰폰 전부호환가능]
-제품상태 모든등급보유중~
-가격: 12만원~
-구성품:기기단품
2. 제품설명
- 기능검수완료된 제품이며 사용하시던 데이터 그대로 이동가능합니다.
- 외관컨디션 전체적으로 좋습니다!!
3.거래방식
직거래 &택배 및 퀵거래 당일배송원칙으로합니다.
4.업체정보
010 - 9650 -8452
010 - 3849 -1347
카카오톡 문의를 원하실 경우
위 번호 저장 후 카카오톡 으로 문의 부탁드립니다.
문의주시면 친절하고상세하게 알려드립니다.
이외 기종도 대량보유중 모든문의주세요"
LG GPAD5 LTE 특S급 풀박스 ~!~!,179000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다.

★제품정보★
-기기명 : LG GPAD5 LTE
-제품상태 : 특S급 풀박스
(미세찍힘, 기스가 1~2 군데 있지만 전체적으로 깨끗한 외관, 기능 검수 완료,
개통이력 X
)
-색상 : 실버
-용량 : 32GB
-출시일 : 2019년 10월
-
10.5 인치
-
전면 500만 화소
, 후면 800만화소
- 4GB RAM, 32 GB 내장 메모리 / 외장 메모리 최대 512GB / 무게 498g

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
(평일 오후 3시 이전 결제시 당일 발송 )
⭐
꼭!!! 전화 연락후 결제 부탁드립니다!!
⭐

★안심혜택★
-무료 배송
-100% 품질보증! 소독 및 세척 후 출고
⭐ 구매 전 확인해주세요
-본 제품은 안전결제로만 구매 가능합니다.
-구매시 안전결제 수수료 3.5% 추가됩니다.
⭐ 교환/환불
-수령일로부터 7일 이내 교환/환불 가능합니다.
(단순 변심의 경우 왕복 택배비 발생합니다)
-구매확정 이후에는 반품 불가합니다.
-고객 과실로 인한 불량과 자가 수리 후 수리비 청구는 불가합니다."
[판매]아이폰13미니 핑크 128GB 74.5만원 중고폰 공기계 판매[66900],745000,2022-07-08,"[판매]아이폰13미니 핑크 128GB 74.5만원 중고폰 공기계 판매[66900]



★ 강남구청점 구매고객 특별이벤트 ★

1.구입후 중고폰 100일 제품보증 실시 안심하고 구매 하세요.
2.최고급 사은품  무료 증정
3.구매 전 실제 구매후기를 확인해주세요(강남구청점 고객만족도 1위!)
4.출고전 전문엔지니어가 중고폰의 10개 주요항목 정밀 검수후 출고![배터리/액정/메인보드/터치/외관/정밀기능검수]
5.코로나 시대 소독 세척 실시!

★ 최고급 사은품  ★


(최고급케이스+최고급유리필름+유심핀+핸드폰충전기+그립톡+무상A/S+무료배송)



용량: 128GB

색상: 핑크

배터리 효율: 위사진참고

제품등급: S+급

상태: 사진 그대로 판매중입니다!



※통신사 : SKT/KT/LGU+3사 유심변경가능 / 알뜰폰 유심 사용가능!
(사용하던 유심 바로 꽂아 사용가능)



※ 거래방법※

※ 택배거래  가능 ※
※ 퀵 서비스 가능 ※
※ 직거래     가능 ※



※ 택배거래 ※

당사는 로젠택배를 통하여
매일 PM 19:00 배송 나갑니다
18:00 시전으로 구매확정 하시면 당일배송출발
택배비 지원해드립니다~

※직거래※

7호선 강남구청역 도보1분 거리
선정릉역 방면 스타벅스건물 10층 상경빌딩

※고객센터※

☎010-7614-3325☎
http://pf.kakao.com/_GxnbxnK/chat
↑↑↑↑↑↑↑↑↑↑
강남구청점
카카오톡 채팅을 해보세요.
pf.kakao.com
↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑

클릭 시 상담 가능!

카카오톡 ID : 강남구청점

전화OR카카오톡 상담이 응대가 가장 빠릅니다! 클릭클릭 해주세요!"
(204307)갤럭시노트20울트라 블랙 256기가 상태꺠끗 50만원,2000,2022-07-08,"▶중고나라 모바일파트너 제휴사 매장◀
▶01081918714 검색!!◀
숫자6자리 제품번호로 문의해주시면 빠른응대가능합니다.
100% 실사진입니다
제품번호 문의: 204307
-기기명: 갤럭시노트20울트라 블랙 256기가
-최초 통신사: kt
-최초 통화일: 2020-08-15
-제품상태: 액정기스좀있고 하단에 경계선만있는 띠잔상 약하게있습니다 신경쓰이는수준은아닙니다.
-가격: 50만원,기기단품입니다.

2.제품설명
- 분실도난 및 기능작동 확인 및 검수완료제품입니다.
- 정상해지. 25%요금 할인 가능 단말기. 통신사 3사사용가능
알뜰폰 사용가능
3.거래방식
예약불가 * 선입금순으로 판매되는점 양해부탁드립니다 *
입금전 까지는으로 중복으로 구매문의가들어오는점 때문에 예약불가능하며 선입금순으로
배송 및 판매 됩니다.
매장직거래 or 택배 선입금 ( 구매금액 + 우체국택배비 4000원 )
매장주소:　경기도 평택시 평택로 30 , 1층 중고나라 현 사자폰판다폰
채팅 확인 안합니다
모든제품은 사진확대하여 꼼꼼히 확인 부탁드립니다.
전국택배거래 가능 (뽁뽁이안정포장배송)
평택 안성 송탄 오산 안중 등 가까우시면 매장방문하여 직거래 가능합니다
택배는 4시입금까지 당일배송가능합니다 문의가능 (우체국택배)
- 금요일 발송한 택배는 다음날 토요일이여도 받아보실 수 있습니다.
(주말택배접수x)
일요일은 매장휴무입니다
일요일 - 제품문의 및 택배예약거래만 가능합니다.
더 많은 제품을 보고싶으시면 “01081918714” 검색!!"
"갤럭시노트10,핑크,실버,256기가,광주광역시",380000,2022-07-08,"👆 아무도 내 상품을 봐주지 않아.... 내 상품 빠르게 판매하고, 추가로 마일리지 혜택까지!
☆★☆중고나라 모바일 파트너 제휴사!!
믿고 구매하셔도 됩니다☆★☆

광주
에서 제일 중고폰 많고 친절한
중고폰 전문매장
^^
최신폰부터 저가폰까지 갤럭시, 아이폰, 엘지폰 전기종 보유
모두
테스트 거친
깨끗하고
문제없는 안심 중고폰
!!!

매장에 오셔서 직접 확인 후 구매도 가능합니다.
액정필름 부착과 기존폰 정보를 새폰으로 이동해드립니다
연락처, 사진, 문자. 카톡. 인증서, 앱 등 기존에 쓰던 그대로 옯겨드리니 편하게 바꾸러 오세요~~~

택배거래, 광주 직거래 모두 가능합니다
빠른 문의 전화번호 :
010-9893-2030

<<100%실제 판매제품 사진 입니다.>>
제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 핑크
*통신사 SKT( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 외관 전체적으로 깨끗
*최초통화일 : 19년8월21일
*가격 : 45만원
*구성품 : 휴대폰, 케이스, 보호필름

제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 핑크
*통신사 : 자금제( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 테두리에 찍힘 아주 조금있으나 전체적으로 깨끗한편입니다
*최초통화일 : 19년8월28일
*가격 : 40만원
*구성품 : 휴대폰, 케이스, 보호필름

제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 실버
*통신사 SKT( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 테두리 찍힘 조금,S펜찍힘,그외 깨끗합니다
*최초통화일 : 20.7.30
*가격 : 38만원
*구성품 : 휴대폰, 케이스, 보호필름

제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 실버
*통신사 LGU+( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 테두리 찍힘 조금,그외 깨끗합니다
*최초통화일 : 19.8.21
*가격 : 40만원
*구성품 : 휴대폰, 케이스, 보호필름
제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 실버
*통신사 SKT ( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 상태좋아요! 깨끗합니다
*최초통화일 : 19.11.26
*가격 : 40만원
*구성품 : 휴대폰, 케이스, 보호필름
제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 실버
*통신사 : KT ( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태: 테두리 미세한 찍힘,기스,아주 연한 액정 잔상, 기능들 모두 정상
*최초통화일 : 19.9.26
*가격 : 38만원
*구성품 : 휴대폰, 케이스, 보호필름
제품정보
*기기명 :
갤럭시노트10, N971
*용량 : 256G
*색상 : 실버
*통신사: SKT ( skt,kt,lgu+,선불폰,알뜰폰 호환가능)
*상태 : 액정, 테두리 기스, 기능들 모두 정상
*최초통화일 : 20.7.27
*가격 : 37만원
*구성품 : 휴대폰, 케이스, 보호필름

** 광주중고폰 국민모바일**
01098932030
*모든 중고폰은 검수와 테스트완료 된 제품입니다
*분실,도난,침수폰은 절대 취급하지 않습니다.
*SKT,KT,LGU+,알뜰폰,선불폰 개통 및 사용가능 (유심발급 가능)
*쓰던요금제 그대로 사용가능
*LTE요금제 가능,5G요금제가능
*선택약정25%할인,확정기변,결합할인 가능(기존할인 그대로 받을수 있음)
*기존폰의 정보,데이터 (연락처,문자,사진,카톡,어플,공인인증서 등) 이동해드립니다
*구입후 7일 이내 기능이상시 교환 및 환불 가능
(단순변심으로 인한 반품 및 교환 안됩니다)

거래방식
*직거래 : 광주광역시 광산구 운남동 (매장방문)
*택배가능 : 택배비 무료 (우체국택배로 당일 발송)
*퀵가능합니다

업체정보 및 연락처

주소 : 광주광역시 광산구 임방울대로 152 ,운남동 422-2번지
텃밭 식자재 마트 뒷편, 여수회포차 옆 중고폰매장!!
연락처 : 010-9893-2030

운영시간 : 오전 10시~ 저녁 7시까지 (월요일~토요일)
공휴일 영업합니다. (매주 일요일 휴무)"
LG 벨벳 핑크 A급 최저가 판매!!! 18만원 판매!!!,180000,2022-07-08,"★ 제품정보 ★

LG 벨벳 핑크 A급 최저가 판매!!! 18만원 판매!!!

20년 8월17일 개통

모든제품 기능검사 진행후 판매하고 있습니다.

* 제품명 : LG 벨벳 핑크

* 색상 : 핑크

* 통신사 : U+

- SKT / LGU+ / KT 이통 3사 이용 가능

- 알뜰폰,선불폰 이용 가능

- 25% 선택약정 요금할인 가능

- 사용 하시던 유심 꽂으면 바로 사용 가능

- 구성품 없이 기기 단품 입니다.

* 외관 전체적으로 깨끗 합니다.
* 액정 전체적으로 깨끗 합니다.

* 기능 이상 없이 모두 정상 입니다.

-4종 구성품 추가 5천원-
- 하단 그림 참조-
-케이스 필름 재고 없을시 2종만 나갑니다.-

* 구입후 7일 이내 기능 이상시 교환 / 환불 가능 합니다.

(단순 변심 , 고객 과실 제외)

* 분실 / 도난 / 침수 휴대폰은 취급하지 않습니다.

* 거래방식

- 직거래(방문) or 택배거래 or 서울,경기 퀵 거래 or 전국 버스 당일배송 가능
( 택배 , 퀵 , 탁송 비용은 구매자 부담 입니다.)

- 오후4시까지 결제시 당일 배송 가능

- 매장 주소 : 강남구 대치동 889-47 샹제리제센터 B동 502호

[ 지하철 선릉역(1번 출구) 지하도로 연결 ]

* 구입문의 : 010-3703-9654

댓글,채팅,쪽지 실시간 답변이 어렵습니다.

전화나 문자 주시면 실시간 답변 가능 합니다.

* 닉네임 클릭후 게시글 보기 누르시면 전체 제품 보실수 있습니다."
[판매] 갤럭시20 G981 128기가 핑크 A급 28만 인천 서구,280000,2022-07-08,"1.제품정보
-기기명: 갤럭시S20 SM-G981L 128기가
-색상: 핑크 (63106)
-최초 개통 통신사: LG (SK/KT/LG/알뜰폰/선불폰 호환가능)
-최초 개통일: 20년 7월
-제품상태: A-
-가격: 28 만원
-구성품:기기단품+필름+케이스

2.제품설명
외관상태는 테두리잔기스 조금있는 정도이고 그 외 전체적으로 깨끗합니다.
액정화면은 잔상없고 화면 깨끗합니다.
그외 모든 기능 정상입니다.

3.거래방식
직거래(인천 서구 중고폰)/택배(우체국택배:4천원) 가능합니다.

4.매장위치 및 연락처
010-6356-2797
인천 서구 가정로 177 (석남동 581-14) 1층 휴대폰할인매장"
(167161) 갤럭시A6 골드 32GB 외관깨끗 잔상폰 5만,50000,2022-07-08,"(167161) 갤럭시A6 골드 32GB 외관깨끗 잔상폰 기능정상 공기계 5만 3사호환


1.제품 정보
가격 : 5만
상품번호 : 167161 (문의하실 때 말씀해 주시면 바로 확인 가능합니다)
기종/모델명 : 삼성 갤럭시A6 / SM-A600N
색상 : 골드
용량 : 32GB
최초개통일 : 2018.07.30
최초통신사 : U+ ( SK,KT,U+,알뜰,선불 ) 모두 호환 가능합니다.
구성품 : 단품


2.제품 설명
외관 깨끗합니다.
뒷면미세기스약간 (사진 참고해 주세요)
아이콘약잔상
기능정상 상품입니다.


3.거래 방식
1)직거래 : 신중동역3번출구 좌회전 100미터직전 도보3분
2)택배거래 : 로젠택배 (선불4,000원)
3)퀵거래 : 구매자 비용 부담 시 가능합니다. (금액문의)


4.업체 정보
주소 : 경기도 부천시 길주로284 (중동1141-3) 헤리움메트로타워 219호 (지하주차장 1시간무료)
연락처 : 010-5842-3222
문의 가능 시간 : 오후12시~오후9시 (토,일,공휴일 휴무)


★필독★
-오후 4시까지 결제 완료해 주시면 택배로 다음날 바로 받아보실 수 있습니다. (토요일,일요일,공휴일 제외)
-기능 모두 정상입니다. 반품 시 왕복 택배비 부담해 주셔야 합니다.
-결제 후 7일 이내 기기 결함 시 교환 가능하며,기기 결함과 보안 계정 확인 후 송금해 드립니다. (단순 변심 환불 불가)
-신중한 구매 부탁드립니다."
LG폴더 Y110 블랙 SSS급 5만원 판매합니다(인터넷X),50000,2022-07-08,"LG폴더 Y110 블랙 SSS급 5만원 판매합니다(인터넷X)

-기기명 : LG폴더 (Y110)
-색상 : 블랙
( 기존 유심 그대로 사용합니다 )
-제품상태 : 외관 거의 새것, 기능 정상 작동
-가격 : 5만원

★ 설명 ★
카메라/터치/버튼/통화/스피커/배터리등 모든기능 문제 없이 정상 작동합니다
모든 기능 검수 완료하였습니다
사진상태 그대로 깔끔해요!
인터넷불가폰이라 수험생이나 효도폰으로 사용하기 좋습니다!

★ 거래방식 ★
직거래 신대방사무실이나 신림매장
택배거래 오후 5시이전 당일 출고 가능합니다!
퀵 / 화물 착불진행 가능합니다

★ 업체정보 ★
- 중고나라 모바일 파트너 제휴사 -
연락처 : 0 1 0 * 8 2 0 0 * 8 3 3 7
(궁금하신점, 문의사항은 언제든 문자 전화 상담 가능합니다:D)
-채팅 / 댓글은 잘 못봐서 늦을수 있어요 ㅜ"
[판매] S21+플러스( G996) 바이올렛 A급 팝니다. 46만원,460000,2022-07-08,"1. 제품정보
-기기명 : 갤럭시 S21+플러스 (G996) 256기가
-색상 : 바이올렛
-제품상태 : A급
-가격 : 460,000원
-통신사 : 통신사3사, 알뜰폰,선불폰 모두 바로 사용가능합니다.
-구성품 : 액정보호필름,케이스

2. 제품설명
기능,성능 모두 문제없고 외관상태도 깨끗한 상태 좋은 공기계 입니다.
액정상태도 잔상이나 기스없이 깨끗하고 침수나 사설수리 이력 없습니다.
외관 전체상태는 사진으로 확인가능합니다.
사용하시던 심카드만 옮겨끼면 요금제 변경이나 약정없이 바로 사용 가능합니다.
통신사 3사, 알뜰폰 모두 바로 사용가능합니다

3. 거래방식
직거래는 서울 한양대, 왕십리역쪽에서 가능하고 택배거래도 가능합니다
안전거래 하실분은 문의 먼저주세요. 택배비는 구매자 부담입니다.

4. 연락처
0 1 0 - 8 9 0 2 - 2 1 1 8
댓글,쪽지 확인 잘 못합니다. 문자나 전화주세요."
LG GPAD5 LTE 특S급 풀박스 ~!~!,179000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다.

★제품정보★
-기기명 : LG GPAD5 LTE
-제품상태 : 특S급 풀박스
(미세찍힘, 기스가 1~2 군데 있지만 전체적으로 깨끗한 외관, 기능 검수 완료,
개통이력 X
)
-색상 : 실버
-용량 : 32GB
-출시일 : 2019년 10월
-
10.5 인치
-
전면 500만 화소
, 후면 800만화소
- 4GB RAM, 32 GB 내장 메모리 / 외장 메모리 최대 512GB / 무게 498g

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
(평일 오후 3시 이전 결제시 당일 발송 )
⭐
꼭!!! 전화 연락후 결제 부탁드립니다!!
⭐

★안심혜택★
-무료 배송
-100% 품질보증! 소독 및 세척 후 출고
⭐ 구매 전 확인해주세요
-본 제품은 안전결제로만 구매 가능합니다.
-구매시 안전결제 수수료 3.5% 추가됩니다.
⭐ 교환/환불
-수령일로부터 7일 이내 교환/환불 가능합니다.
(단순 변심의 경우 왕복 택배비 발생합니다)
-구매확정 이후에는 반품 불가합니다.
-고객 과실로 인한 불량과 자가 수리 후 수리비 청구는 불가합니다."
[대폭할인] 갤럭시A90 대량소량판매떨이,120000,2022-07-08,"※개인간 거래보다 매장거래가 안전합니다!!
※오직 박리다매와 정직으로만 승부합니다!!
※모든 제품 사진은 실제 매장에 있는 제품 사진입니다
※분실, 도난폰은 절대 취급하지 않습니다!!
※모든 기종 보유중이니 많은 문의 주세요^^
★
대량구매시 가격조정가능
★
※선불폰유심개통 매장에서가능합니다※
1. 제품정보
-기기명 : 갤럭시A905
-용량 : 128G
-색상 : 모든색상보유
-통신사 :  [SK KT LG 알뜰폰 전부호환가능]
-제품상태 모든등급보유중~
-가격: 12만원~
-구성품:기기단품
2. 제품설명
- 기능검수완료된 제품이며 사용하시던 데이터 그대로 이동가능합니다.
- 외관컨디션 전체적으로 좋습니다!!
3.거래방식
직거래 &택배 및 퀵거래 당일배송원칙으로합니다.
4.업체정보
010 - 9650 -8452
010 - 3849 -1347
카카오톡 문의를 원하실 경우
위 번호 저장 후 카카오톡 으로 문의 부탁드립니다.
문의주시면 친절하고상세하게 알려드립니다.
이외 기종도 대량보유중 모든문의주세요"
갤럭시 S7 하자없는제품 무조건싸게팝니다,70000,2022-07-08,"도난 분실 핸드폰은 절대 판매 하지 않습니다
25% 선택 약정 및 확정 기변 가능한 기기만 판매 합니다


제품정보
제품명 - 갤럭시 S7
색상 - 골드 블랙 핑크 화이트
최초 개통일 - 20XX.XX.XX
금액 : 7만원~


제품설명
25% 선택 약정 가능 하며 확정 기변 모두 가능 합니다 ^^
와이파이 블루 투스 터치 카메라 모든 기능 이상 없는 제품으로 판매 하고 있습니다
혹시나 구매 이후 기능 결함 발생시 일주일 이내 교환 해드리니 걱정 하지 마세요
좋은 제품 싸게 판매 하고 있습니다 한두대 보유중이 아니고 대량.소량 판매 중이니
대량으로 필요하신분은 연락 주세요

거래방법
직거래 : 서울시 강서구 화곡동 343 - 6 301호
택배거래 : 5시 이전 입금시 당일 발송 해드립니다 (로젠택배)
퀵거래 : 상세 주소 알려 주시면 금액 확인후에 발송해드립니다

010-5451-0456 / 010-2248-0456
으로 연락 주시면 친절하게 답변해드리겠습니다

모든 전 기종 대량 보유중이니 연락 주세요

갤럭시 S7"
